2025-04-01 09:14:43,909 - INFO - Starting logistic regression training process
2025-04-01 09:14:43,911 - INFO - Initializing BART tokenizer
2025-04-01 09:14:45,679 - INFO - Tokenizer loaded with vocabulary size: 50265
2025-04-01 09:14:45,680 - INFO - Starting model training
2025-04-01 09:14:45,680 - INFO - Training logistic regression model with data from D:\Para-Level-Summ Data\data\data_final_1024.json
2025-04-01 09:14:45,691 - INFO - Constructing dataset
2025-04-01 09:14:45,692 - INFO - Loading data from file: D:\Para-Level-Summ Data\data\data_final_1024.json
2025-04-01 09:14:45,749 - INFO - Dataset contains 4459 articles
2025-04-01 09:14:45,766 - INFO - Data shuffled
2025-04-01 09:14:46,045 - ERROR - Error processing article 1253: string indices must be integers, not 'str'
2025-04-01 09:14:46,045 - ERROR - Error processing article 1254: string indices must be integers, not 'str'
2025-04-01 09:14:46,045 - ERROR - Error processing article 1255: string indices must be integers, not 'str'
2025-04-01 09:14:46,045 - ERROR - Error processing article 1256: string indices must be integers, not 'str'
2025-04-01 09:14:46,045 - ERROR - Error processing article 1257: string indices must be integers, not 'str'
2025-04-01 09:14:46,045 - ERROR - Error processing article 1258: string indices must be integers, not 'str'
2025-04-01 09:14:46,046 - ERROR - Error processing article 1259: string indices must be integers, not 'str'
2025-04-01 09:14:46,046 - ERROR - Error processing article 1260: string indices must be integers, not 'str'
2025-04-01 09:14:46,046 - ERROR - Error processing article 1261: string indices must be integers, not 'str'
2025-04-01 09:14:46,046 - ERROR - Error processing article 1262: string indices must be integers, not 'str'
2025-04-01 09:14:46,046 - ERROR - Error processing article 1263: string indices must be integers, not 'str'
2025-04-01 09:14:46,046 - ERROR - Error processing article 1264: string indices must be integers, not 'str'
2025-04-01 09:14:46,046 - ERROR - Error processing article 1265: string indices must be integers, not 'str'
2025-04-01 09:14:46,046 - ERROR - Error processing article 1266: string indices must be integers, not 'str'
2025-04-01 09:14:46,047 - ERROR - Error processing article 1267: string indices must be integers, not 'str'
2025-04-01 09:14:46,048 - ERROR - Error processing article 1268: string indices must be integers, not 'str'
2025-04-01 09:14:46,048 - ERROR - Error processing article 1269: string indices must be integers, not 'str'
2025-04-01 09:14:46,048 - ERROR - Error processing article 1270: string indices must be integers, not 'str'
2025-04-01 09:14:46,048 - ERROR - Error processing article 1271: string indices must be integers, not 'str'
2025-04-01 09:14:46,049 - ERROR - Error processing article 1272: string indices must be integers, not 'str'
2025-04-01 09:14:46,049 - ERROR - Error processing article 1273: string indices must be integers, not 'str'
2025-04-01 09:14:46,049 - ERROR - Error processing article 1274: string indices must be integers, not 'str'
2025-04-01 09:14:46,049 - ERROR - Error processing article 1275: string indices must be integers, not 'str'
2025-04-01 09:14:46,049 - ERROR - Error processing article 1276: string indices must be integers, not 'str'
2025-04-01 09:14:46,049 - ERROR - Error processing article 1277: string indices must be integers, not 'str'
2025-04-01 09:14:46,050 - ERROR - Error processing article 1278: string indices must be integers, not 'str'
2025-04-01 09:14:46,050 - ERROR - Error processing article 1279: string indices must be integers, not 'str'
2025-04-01 09:14:46,051 - ERROR - Error processing article 1280: string indices must be integers, not 'str'
2025-04-01 09:14:46,051 - ERROR - Error processing article 1281: string indices must be integers, not 'str'
2025-04-01 09:14:46,051 - ERROR - Error processing article 1282: string indices must be integers, not 'str'
2025-04-01 09:14:46,051 - ERROR - Error processing article 1283: string indices must be integers, not 'str'
2025-04-01 09:14:46,051 - ERROR - Error processing article 1284: string indices must be integers, not 'str'
2025-04-01 09:14:46,052 - ERROR - Error processing article 1285: string indices must be integers, not 'str'
2025-04-01 09:14:46,052 - ERROR - Error processing article 1286: string indices must be integers, not 'str'
2025-04-01 09:14:46,052 - ERROR - Error processing article 1287: string indices must be integers, not 'str'
2025-04-01 09:14:46,052 - ERROR - Error processing article 1288: string indices must be integers, not 'str'
2025-04-01 09:14:46,052 - ERROR - Error processing article 1289: string indices must be integers, not 'str'
2025-04-01 09:14:46,052 - ERROR - Error processing article 1290: string indices must be integers, not 'str'
2025-04-01 09:14:46,052 - ERROR - Error processing article 1291: string indices must be integers, not 'str'
2025-04-01 09:14:46,053 - ERROR - Error processing article 1292: string indices must be integers, not 'str'
2025-04-01 09:14:46,053 - ERROR - Error processing article 1293: string indices must be integers, not 'str'
2025-04-01 09:14:46,053 - ERROR - Error processing article 1294: string indices must be integers, not 'str'
2025-04-01 09:14:46,053 - ERROR - Error processing article 1295: string indices must be integers, not 'str'
2025-04-01 09:14:46,053 - ERROR - Error processing article 1296: string indices must be integers, not 'str'
2025-04-01 09:14:46,053 - ERROR - Error processing article 1297: string indices must be integers, not 'str'
2025-04-01 09:14:46,054 - ERROR - Error processing article 1298: string indices must be integers, not 'str'
2025-04-01 09:14:46,055 - ERROR - Error processing article 1299: string indices must be integers, not 'str'
2025-04-01 09:14:46,055 - INFO - Processed 1300/4459 articles
2025-04-01 09:14:46,055 - ERROR - Error processing article 1300: string indices must be integers, not 'str'
2025-04-01 09:14:46,055 - ERROR - Error processing article 1301: string indices must be integers, not 'str'
2025-04-01 09:14:46,055 - ERROR - Error processing article 1302: string indices must be integers, not 'str'
2025-04-01 09:14:46,055 - ERROR - Error processing article 1303: string indices must be integers, not 'str'
2025-04-01 09:14:46,055 - ERROR - Error processing article 1304: string indices must be integers, not 'str'
2025-04-01 09:14:46,056 - ERROR - Error processing article 1305: string indices must be integers, not 'str'
2025-04-01 09:14:46,056 - ERROR - Error processing article 1306: string indices must be integers, not 'str'
2025-04-01 09:14:46,056 - ERROR - Error processing article 1307: string indices must be integers, not 'str'
2025-04-01 09:14:46,056 - ERROR - Error processing article 1308: string indices must be integers, not 'str'
2025-04-01 09:14:46,056 - ERROR - Error processing article 1309: string indices must be integers, not 'str'
2025-04-01 09:14:46,056 - ERROR - Error processing article 1310: string indices must be integers, not 'str'
2025-04-01 09:14:46,056 - ERROR - Error processing article 1311: string indices must be integers, not 'str'
2025-04-01 09:14:46,056 - ERROR - Error processing article 1312: string indices must be integers, not 'str'
2025-04-01 09:14:46,056 - ERROR - Error processing article 1313: string indices must be integers, not 'str'
2025-04-01 09:14:46,058 - ERROR - Error processing article 1314: string indices must be integers, not 'str'
2025-04-01 09:14:46,058 - ERROR - Error processing article 1315: string indices must be integers, not 'str'
2025-04-01 09:14:46,058 - ERROR - Error processing article 1316: string indices must be integers, not 'str'
2025-04-01 09:14:46,058 - ERROR - Error processing article 1317: string indices must be integers, not 'str'
2025-04-01 09:14:46,058 - ERROR - Error processing article 1318: string indices must be integers, not 'str'
2025-04-01 09:14:46,058 - ERROR - Error processing article 1319: string indices must be integers, not 'str'
2025-04-01 09:14:46,059 - ERROR - Error processing article 1320: string indices must be integers, not 'str'
2025-04-01 09:14:46,059 - ERROR - Error processing article 1321: string indices must be integers, not 'str'
2025-04-01 09:14:46,059 - ERROR - Error processing article 1322: string indices must be integers, not 'str'
2025-04-01 09:14:46,059 - ERROR - Error processing article 1323: string indices must be integers, not 'str'
2025-04-01 09:14:46,060 - ERROR - Error processing article 1324: string indices must be integers, not 'str'
2025-04-01 09:14:46,060 - ERROR - Error processing article 1325: string indices must be integers, not 'str'
2025-04-01 09:14:46,060 - ERROR - Error processing article 1326: string indices must be integers, not 'str'
2025-04-01 09:14:46,060 - ERROR - Error processing article 1327: string indices must be integers, not 'str'
2025-04-01 09:14:46,060 - ERROR - Error processing article 1328: string indices must be integers, not 'str'
2025-04-01 09:14:46,060 - ERROR - Error processing article 1329: string indices must be integers, not 'str'
2025-04-01 09:14:46,061 - ERROR - Error processing article 1330: string indices must be integers, not 'str'
2025-04-01 09:14:46,061 - ERROR - Error processing article 1331: string indices must be integers, not 'str'
2025-04-01 09:14:46,061 - ERROR - Error processing article 1332: string indices must be integers, not 'str'
2025-04-01 09:14:46,061 - ERROR - Error processing article 1333: string indices must be integers, not 'str'
2025-04-01 09:14:46,062 - ERROR - Error processing article 1334: string indices must be integers, not 'str'
2025-04-01 09:14:46,062 - ERROR - Error processing article 1335: string indices must be integers, not 'str'
2025-04-01 09:14:46,062 - ERROR - Error processing article 1336: string indices must be integers, not 'str'
2025-04-01 09:14:46,062 - ERROR - Error processing article 1337: string indices must be integers, not 'str'
2025-04-01 09:14:46,062 - ERROR - Error processing article 1338: string indices must be integers, not 'str'
2025-04-01 09:14:46,063 - ERROR - Error processing article 1339: string indices must be integers, not 'str'
2025-04-01 09:14:46,063 - ERROR - Error processing article 1340: string indices must be integers, not 'str'
2025-04-01 09:14:46,063 - ERROR - Error processing article 1341: string indices must be integers, not 'str'
2025-04-01 09:14:46,063 - ERROR - Error processing article 1342: string indices must be integers, not 'str'
2025-04-01 09:14:46,064 - ERROR - Error processing article 1343: string indices must be integers, not 'str'
2025-04-01 09:14:46,064 - ERROR - Error processing article 1344: string indices must be integers, not 'str'
2025-04-01 09:14:46,064 - ERROR - Error processing article 1345: string indices must be integers, not 'str'
2025-04-01 09:14:46,064 - ERROR - Error processing article 1346: string indices must be integers, not 'str'
2025-04-01 09:14:46,065 - ERROR - Error processing article 1347: string indices must be integers, not 'str'
2025-04-01 09:14:46,065 - ERROR - Error processing article 1348: string indices must be integers, not 'str'
2025-04-01 09:14:46,065 - ERROR - Error processing article 1349: string indices must be integers, not 'str'
2025-04-01 09:14:46,065 - ERROR - Error processing article 1350: string indices must be integers, not 'str'
2025-04-01 09:14:46,066 - ERROR - Error processing article 1351: string indices must be integers, not 'str'
2025-04-01 09:14:46,066 - ERROR - Error processing article 1352: string indices must be integers, not 'str'
2025-04-01 09:14:46,066 - ERROR - Error processing article 1353: string indices must be integers, not 'str'
2025-04-01 09:14:46,066 - ERROR - Error processing article 1354: string indices must be integers, not 'str'
2025-04-01 09:14:46,067 - ERROR - Error processing article 1355: string indices must be integers, not 'str'
2025-04-01 09:14:46,067 - ERROR - Error processing article 1356: string indices must be integers, not 'str'
2025-04-01 09:14:46,067 - ERROR - Error processing article 1357: string indices must be integers, not 'str'
2025-04-01 09:14:46,067 - ERROR - Error processing article 1358: string indices must be integers, not 'str'
2025-04-01 09:14:46,068 - ERROR - Error processing article 1359: string indices must be integers, not 'str'
2025-04-01 09:14:46,068 - ERROR - Error processing article 1360: string indices must be integers, not 'str'
2025-04-01 09:14:46,068 - ERROR - Error processing article 1361: string indices must be integers, not 'str'
2025-04-01 09:14:46,068 - ERROR - Error processing article 1362: string indices must be integers, not 'str'
2025-04-01 09:14:46,068 - ERROR - Error processing article 1363: string indices must be integers, not 'str'
2025-04-01 09:14:46,069 - ERROR - Error processing article 1364: string indices must be integers, not 'str'
2025-04-01 09:14:46,069 - ERROR - Error processing article 1365: string indices must be integers, not 'str'
2025-04-01 09:14:46,069 - ERROR - Error processing article 1366: string indices must be integers, not 'str'
2025-04-01 09:14:46,069 - ERROR - Error processing article 1367: string indices must be integers, not 'str'
2025-04-01 09:14:46,069 - ERROR - Error processing article 1368: string indices must be integers, not 'str'
2025-04-01 09:14:46,071 - ERROR - Error processing article 1369: string indices must be integers, not 'str'
2025-04-01 09:14:46,071 - ERROR - Error processing article 1370: string indices must be integers, not 'str'
2025-04-01 09:14:46,071 - ERROR - Error processing article 1371: string indices must be integers, not 'str'
2025-04-01 09:14:46,071 - ERROR - Error processing article 1372: string indices must be integers, not 'str'
2025-04-01 09:14:46,071 - ERROR - Error processing article 1373: string indices must be integers, not 'str'
2025-04-01 09:14:46,072 - ERROR - Error processing article 1374: string indices must be integers, not 'str'
2025-04-01 09:14:46,072 - ERROR - Error processing article 1375: string indices must be integers, not 'str'
2025-04-01 09:14:46,072 - ERROR - Error processing article 1376: string indices must be integers, not 'str'
2025-04-01 09:14:46,072 - ERROR - Error processing article 1377: string indices must be integers, not 'str'
2025-04-01 09:14:46,072 - ERROR - Error processing article 1378: string indices must be integers, not 'str'
2025-04-01 09:14:46,072 - ERROR - Error processing article 1379: string indices must be integers, not 'str'
2025-04-01 09:14:46,073 - ERROR - Error processing article 1380: string indices must be integers, not 'str'
2025-04-01 09:14:46,073 - ERROR - Error processing article 1381: string indices must be integers, not 'str'
2025-04-01 09:14:46,073 - ERROR - Error processing article 1382: string indices must be integers, not 'str'
2025-04-01 09:14:46,073 - ERROR - Error processing article 1383: string indices must be integers, not 'str'
2025-04-01 09:14:46,074 - ERROR - Error processing article 1384: string indices must be integers, not 'str'
2025-04-01 09:14:46,074 - ERROR - Error processing article 1385: string indices must be integers, not 'str'
2025-04-01 09:14:46,074 - ERROR - Error processing article 1386: string indices must be integers, not 'str'
2025-04-01 09:14:46,074 - ERROR - Error processing article 1387: string indices must be integers, not 'str'
2025-04-01 09:14:46,074 - ERROR - Error processing article 1388: string indices must be integers, not 'str'
2025-04-01 09:14:46,075 - ERROR - Error processing article 1389: string indices must be integers, not 'str'
2025-04-01 09:14:46,075 - ERROR - Error processing article 1390: string indices must be integers, not 'str'
2025-04-01 09:14:46,075 - ERROR - Error processing article 1391: string indices must be integers, not 'str'
2025-04-01 09:14:46,075 - ERROR - Error processing article 1392: string indices must be integers, not 'str'
2025-04-01 09:14:46,075 - ERROR - Error processing article 1393: string indices must be integers, not 'str'
2025-04-01 09:14:46,076 - ERROR - Error processing article 1394: string indices must be integers, not 'str'
2025-04-01 09:14:46,076 - ERROR - Error processing article 1395: string indices must be integers, not 'str'
2025-04-01 09:14:46,076 - ERROR - Error processing article 1396: string indices must be integers, not 'str'
2025-04-01 09:14:46,076 - ERROR - Error processing article 1397: string indices must be integers, not 'str'
2025-04-01 09:14:46,077 - ERROR - Error processing article 1398: string indices must be integers, not 'str'
2025-04-01 09:14:46,077 - ERROR - Error processing article 1399: string indices must be integers, not 'str'
2025-04-01 09:14:46,077 - INFO - Processed 1400/4459 articles
2025-04-01 09:14:46,077 - ERROR - Error processing article 1400: string indices must be integers, not 'str'
2025-04-01 09:14:46,077 - ERROR - Error processing article 1401: string indices must be integers, not 'str'
2025-04-01 09:14:46,077 - ERROR - Error processing article 1402: string indices must be integers, not 'str'
2025-04-01 09:14:46,078 - ERROR - Error processing article 1403: string indices must be integers, not 'str'
2025-04-01 09:14:46,078 - ERROR - Error processing article 1404: string indices must be integers, not 'str'
2025-04-01 09:14:46,078 - ERROR - Error processing article 1405: string indices must be integers, not 'str'
2025-04-01 09:14:46,078 - ERROR - Error processing article 1406: string indices must be integers, not 'str'
2025-04-01 09:14:46,078 - ERROR - Error processing article 1407: string indices must be integers, not 'str'
2025-04-01 09:14:46,079 - ERROR - Error processing article 1408: string indices must be integers, not 'str'
2025-04-01 09:14:46,079 - ERROR - Error processing article 1409: string indices must be integers, not 'str'
2025-04-01 09:14:46,079 - ERROR - Error processing article 1410: string indices must be integers, not 'str'
2025-04-01 09:14:46,079 - ERROR - Error processing article 1411: string indices must be integers, not 'str'
2025-04-01 09:14:46,079 - ERROR - Error processing article 1412: string indices must be integers, not 'str'
2025-04-01 09:14:46,079 - ERROR - Error processing article 1413: string indices must be integers, not 'str'
2025-04-01 09:14:46,079 - ERROR - Error processing article 1414: string indices must be integers, not 'str'
2025-04-01 09:14:46,081 - ERROR - Error processing article 1415: string indices must be integers, not 'str'
2025-04-01 09:14:46,081 - ERROR - Error processing article 1416: string indices must be integers, not 'str'
2025-04-01 09:14:46,081 - ERROR - Error processing article 1417: string indices must be integers, not 'str'
2025-04-01 09:14:46,081 - ERROR - Error processing article 1418: string indices must be integers, not 'str'
2025-04-01 09:14:46,081 - ERROR - Error processing article 1419: string indices must be integers, not 'str'
2025-04-01 09:14:46,081 - ERROR - Error processing article 1420: string indices must be integers, not 'str'
2025-04-01 09:14:46,082 - ERROR - Error processing article 1421: string indices must be integers, not 'str'
2025-04-01 09:14:46,082 - ERROR - Error processing article 1422: string indices must be integers, not 'str'
2025-04-01 09:14:46,082 - ERROR - Error processing article 1423: string indices must be integers, not 'str'
2025-04-01 09:14:46,082 - ERROR - Error processing article 1424: string indices must be integers, not 'str'
2025-04-01 09:14:46,083 - ERROR - Error processing article 1425: string indices must be integers, not 'str'
2025-04-01 09:14:46,083 - ERROR - Error processing article 1426: string indices must be integers, not 'str'
2025-04-01 09:14:46,083 - ERROR - Error processing article 1427: string indices must be integers, not 'str'
2025-04-01 09:14:46,083 - ERROR - Error processing article 1428: string indices must be integers, not 'str'
2025-04-01 09:14:46,083 - ERROR - Error processing article 1429: string indices must be integers, not 'str'
2025-04-01 09:14:46,083 - ERROR - Error processing article 1430: string indices must be integers, not 'str'
2025-04-01 09:14:46,085 - ERROR - Error processing article 1431: string indices must be integers, not 'str'
2025-04-01 09:14:46,085 - ERROR - Error processing article 1432: string indices must be integers, not 'str'
2025-04-01 09:14:46,085 - ERROR - Error processing article 1433: string indices must be integers, not 'str'
2025-04-01 09:14:46,085 - ERROR - Error processing article 1434: string indices must be integers, not 'str'
2025-04-01 09:14:46,085 - ERROR - Error processing article 1435: string indices must be integers, not 'str'
2025-04-01 09:14:46,085 - ERROR - Error processing article 1436: string indices must be integers, not 'str'
2025-04-01 09:14:46,086 - ERROR - Error processing article 1437: string indices must be integers, not 'str'
2025-04-01 09:14:46,086 - ERROR - Error processing article 1438: string indices must be integers, not 'str'
2025-04-01 09:14:46,086 - ERROR - Error processing article 1439: string indices must be integers, not 'str'
2025-04-01 09:14:46,086 - ERROR - Error processing article 1440: string indices must be integers, not 'str'
2025-04-01 09:14:46,086 - ERROR - Error processing article 1441: string indices must be integers, not 'str'
2025-04-01 09:14:46,086 - ERROR - Error processing article 1442: string indices must be integers, not 'str'
2025-04-01 09:14:46,087 - ERROR - Error processing article 1443: string indices must be integers, not 'str'
2025-04-01 09:14:46,087 - ERROR - Error processing article 1444: string indices must be integers, not 'str'
2025-04-01 09:14:46,087 - ERROR - Error processing article 1445: string indices must be integers, not 'str'
2025-04-01 09:14:46,087 - ERROR - Error processing article 1446: string indices must be integers, not 'str'
2025-04-01 09:14:46,087 - ERROR - Error processing article 1447: string indices must be integers, not 'str'
2025-04-01 09:14:46,087 - ERROR - Error processing article 1448: string indices must be integers, not 'str'
2025-04-01 09:14:46,088 - ERROR - Error processing article 1449: string indices must be integers, not 'str'
2025-04-01 09:14:46,088 - ERROR - Error processing article 1450: string indices must be integers, not 'str'
2025-04-01 09:14:46,088 - ERROR - Error processing article 1451: string indices must be integers, not 'str'
2025-04-01 09:14:46,088 - ERROR - Error processing article 1452: string indices must be integers, not 'str'
2025-04-01 09:14:46,089 - ERROR - Error processing article 1453: string indices must be integers, not 'str'
2025-04-01 09:14:46,089 - ERROR - Error processing article 1454: string indices must be integers, not 'str'
2025-04-01 09:14:46,089 - ERROR - Error processing article 1455: string indices must be integers, not 'str'
2025-04-01 09:14:46,089 - ERROR - Error processing article 1456: string indices must be integers, not 'str'
2025-04-01 09:14:46,089 - ERROR - Error processing article 1457: string indices must be integers, not 'str'
2025-04-01 09:14:46,090 - ERROR - Error processing article 1458: string indices must be integers, not 'str'
2025-04-01 09:14:46,090 - ERROR - Error processing article 1459: string indices must be integers, not 'str'
2025-04-01 09:14:46,090 - ERROR - Error processing article 1460: string indices must be integers, not 'str'
2025-04-01 09:14:46,090 - ERROR - Error processing article 1461: string indices must be integers, not 'str'
2025-04-01 09:14:46,090 - ERROR - Error processing article 1462: string indices must be integers, not 'str'
2025-04-01 09:14:46,091 - ERROR - Error processing article 1463: string indices must be integers, not 'str'
2025-04-01 09:14:46,091 - ERROR - Error processing article 1464: string indices must be integers, not 'str'
2025-04-01 09:14:46,091 - ERROR - Error processing article 1465: string indices must be integers, not 'str'
2025-04-01 09:14:46,091 - ERROR - Error processing article 1466: string indices must be integers, not 'str'
2025-04-01 09:14:46,091 - ERROR - Error processing article 1467: string indices must be integers, not 'str'
2025-04-01 09:14:46,092 - ERROR - Error processing article 1468: string indices must be integers, not 'str'
2025-04-01 09:14:46,092 - ERROR - Error processing article 1469: string indices must be integers, not 'str'
2025-04-01 09:14:46,092 - ERROR - Error processing article 1470: string indices must be integers, not 'str'
2025-04-01 09:14:46,092 - ERROR - Error processing article 1471: string indices must be integers, not 'str'
2025-04-01 09:14:46,092 - ERROR - Error processing article 1472: string indices must be integers, not 'str'
2025-04-01 09:14:46,092 - ERROR - Error processing article 1473: string indices must be integers, not 'str'
2025-04-01 09:14:46,093 - ERROR - Error processing article 1474: string indices must be integers, not 'str'
2025-04-01 09:14:46,093 - ERROR - Error processing article 1475: string indices must be integers, not 'str'
2025-04-01 09:14:46,093 - ERROR - Error processing article 1476: string indices must be integers, not 'str'
2025-04-01 09:14:46,093 - ERROR - Error processing article 1477: string indices must be integers, not 'str'
2025-04-01 09:14:46,093 - ERROR - Error processing article 1478: string indices must be integers, not 'str'
2025-04-01 09:14:46,094 - ERROR - Error processing article 1479: string indices must be integers, not 'str'
2025-04-01 09:14:46,094 - ERROR - Error processing article 1480: string indices must be integers, not 'str'
2025-04-01 09:14:46,094 - ERROR - Error processing article 1481: string indices must be integers, not 'str'
2025-04-01 09:14:46,094 - ERROR - Error processing article 1482: string indices must be integers, not 'str'
2025-04-01 09:14:46,094 - ERROR - Error processing article 1483: string indices must be integers, not 'str'
2025-04-01 09:14:46,096 - ERROR - Error processing article 1484: string indices must be integers, not 'str'
2025-04-01 09:14:46,096 - ERROR - Error processing article 1485: string indices must be integers, not 'str'
2025-04-01 09:14:46,096 - ERROR - Error processing article 1486: string indices must be integers, not 'str'
2025-04-01 09:14:46,096 - ERROR - Error processing article 1487: string indices must be integers, not 'str'
2025-04-01 09:14:46,097 - ERROR - Error processing article 1488: string indices must be integers, not 'str'
2025-04-01 09:14:46,097 - ERROR - Error processing article 1489: string indices must be integers, not 'str'
2025-04-01 09:14:46,097 - ERROR - Error processing article 1490: string indices must be integers, not 'str'
2025-04-01 09:14:46,097 - ERROR - Error processing article 1491: string indices must be integers, not 'str'
2025-04-01 09:14:46,097 - ERROR - Error processing article 1492: string indices must be integers, not 'str'
2025-04-01 09:14:46,098 - ERROR - Error processing article 1493: string indices must be integers, not 'str'
2025-04-01 09:14:46,098 - ERROR - Error processing article 1494: string indices must be integers, not 'str'
2025-04-01 09:14:46,098 - ERROR - Error processing article 1495: string indices must be integers, not 'str'
2025-04-01 09:14:46,098 - ERROR - Error processing article 1496: string indices must be integers, not 'str'
2025-04-01 09:14:46,098 - ERROR - Error processing article 1497: string indices must be integers, not 'str'
2025-04-01 09:14:46,099 - ERROR - Error processing article 1498: string indices must be integers, not 'str'
2025-04-01 09:14:46,099 - ERROR - Error processing article 1499: string indices must be integers, not 'str'
2025-04-01 09:14:46,099 - INFO - Processed 1500/4459 articles
2025-04-01 09:14:46,099 - ERROR - Error processing article 1500: string indices must be integers, not 'str'
2025-04-01 09:14:46,099 - ERROR - Error processing article 1501: string indices must be integers, not 'str'
2025-04-01 09:14:46,099 - ERROR - Error processing article 1502: string indices must be integers, not 'str'
2025-04-01 09:14:46,099 - ERROR - Error processing article 1503: string indices must be integers, not 'str'
2025-04-01 09:14:46,099 - ERROR - Error processing article 1504: string indices must be integers, not 'str'
2025-04-01 09:14:46,101 - ERROR - Error processing article 1505: string indices must be integers, not 'str'
2025-04-01 09:14:46,101 - ERROR - Error processing article 1506: string indices must be integers, not 'str'
2025-04-01 09:14:46,101 - ERROR - Error processing article 1507: string indices must be integers, not 'str'
2025-04-01 09:14:46,101 - ERROR - Error processing article 1508: string indices must be integers, not 'str'
2025-04-01 09:14:46,101 - ERROR - Error processing article 1509: string indices must be integers, not 'str'
2025-04-01 09:14:46,101 - ERROR - Error processing article 1510: string indices must be integers, not 'str'
2025-04-01 09:14:46,101 - ERROR - Error processing article 1511: string indices must be integers, not 'str'
2025-04-01 09:14:46,101 - ERROR - Error processing article 1512: string indices must be integers, not 'str'
2025-04-01 09:14:46,101 - ERROR - Error processing article 1513: string indices must be integers, not 'str'
2025-04-01 09:14:46,101 - ERROR - Error processing article 1514: string indices must be integers, not 'str'
2025-04-01 09:14:46,101 - ERROR - Error processing article 1515: string indices must be integers, not 'str'
2025-04-01 09:14:46,101 - ERROR - Error processing article 1516: string indices must be integers, not 'str'
2025-04-01 09:14:46,103 - ERROR - Error processing article 1517: string indices must be integers, not 'str'
2025-04-01 09:14:46,103 - ERROR - Error processing article 1518: string indices must be integers, not 'str'
2025-04-01 09:14:46,103 - ERROR - Error processing article 1519: string indices must be integers, not 'str'
2025-04-01 09:14:46,103 - ERROR - Error processing article 1520: string indices must be integers, not 'str'
2025-04-01 09:14:46,103 - ERROR - Error processing article 1521: string indices must be integers, not 'str'
2025-04-01 09:14:46,105 - ERROR - Error processing article 1522: string indices must be integers, not 'str'
2025-04-01 09:14:46,105 - ERROR - Error processing article 1523: string indices must be integers, not 'str'
2025-04-01 09:14:46,105 - ERROR - Error processing article 1524: string indices must be integers, not 'str'
2025-04-01 09:14:46,105 - ERROR - Error processing article 1525: string indices must be integers, not 'str'
2025-04-01 09:14:46,105 - ERROR - Error processing article 1526: string indices must be integers, not 'str'
2025-04-01 09:14:46,105 - ERROR - Error processing article 1527: string indices must be integers, not 'str'
2025-04-01 09:14:46,106 - ERROR - Error processing article 1528: string indices must be integers, not 'str'
2025-04-01 09:14:46,106 - ERROR - Error processing article 1529: string indices must be integers, not 'str'
2025-04-01 09:14:46,106 - ERROR - Error processing article 1530: string indices must be integers, not 'str'
2025-04-01 09:14:46,106 - ERROR - Error processing article 1531: string indices must be integers, not 'str'
2025-04-01 09:14:46,106 - ERROR - Error processing article 1532: string indices must be integers, not 'str'
2025-04-01 09:14:46,107 - ERROR - Error processing article 1533: string indices must be integers, not 'str'
2025-04-01 09:14:46,107 - ERROR - Error processing article 1534: string indices must be integers, not 'str'
2025-04-01 09:14:46,107 - ERROR - Error processing article 1535: string indices must be integers, not 'str'
2025-04-01 09:14:46,107 - ERROR - Error processing article 1536: string indices must be integers, not 'str'
2025-04-01 09:14:46,107 - ERROR - Error processing article 1537: string indices must be integers, not 'str'
2025-04-01 09:14:46,107 - ERROR - Error processing article 1538: string indices must be integers, not 'str'
2025-04-01 09:14:46,108 - ERROR - Error processing article 1539: string indices must be integers, not 'str'
2025-04-01 09:14:46,108 - ERROR - Error processing article 1540: string indices must be integers, not 'str'
2025-04-01 09:14:46,108 - ERROR - Error processing article 1541: string indices must be integers, not 'str'
2025-04-01 09:14:46,108 - ERROR - Error processing article 1542: string indices must be integers, not 'str'
2025-04-01 09:14:46,108 - ERROR - Error processing article 1543: string indices must be integers, not 'str'
2025-04-01 09:14:46,108 - ERROR - Error processing article 1544: string indices must be integers, not 'str'
2025-04-01 09:14:46,109 - ERROR - Error processing article 1545: string indices must be integers, not 'str'
2025-04-01 09:14:46,109 - ERROR - Error processing article 1546: string indices must be integers, not 'str'
2025-04-01 09:14:46,109 - ERROR - Error processing article 1547: string indices must be integers, not 'str'
2025-04-01 09:14:46,109 - ERROR - Error processing article 1548: string indices must be integers, not 'str'
2025-04-01 09:14:46,109 - ERROR - Error processing article 1549: string indices must be integers, not 'str'
2025-04-01 09:14:46,109 - ERROR - Error processing article 1550: string indices must be integers, not 'str'
2025-04-01 09:14:46,109 - ERROR - Error processing article 1551: string indices must be integers, not 'str'
2025-04-01 09:14:46,109 - ERROR - Error processing article 1552: string indices must be integers, not 'str'
2025-04-01 09:14:46,109 - ERROR - Error processing article 1553: string indices must be integers, not 'str'
2025-04-01 09:14:46,109 - ERROR - Error processing article 1554: string indices must be integers, not 'str'
2025-04-01 09:14:46,109 - ERROR - Error processing article 1555: string indices must be integers, not 'str'
2025-04-01 09:14:46,109 - ERROR - Error processing article 1556: string indices must be integers, not 'str'
2025-04-01 09:14:46,109 - ERROR - Error processing article 1557: string indices must be integers, not 'str'
2025-04-01 09:14:46,112 - ERROR - Error processing article 1558: string indices must be integers, not 'str'
2025-04-01 09:14:46,112 - ERROR - Error processing article 1559: string indices must be integers, not 'str'
2025-04-01 09:14:46,112 - ERROR - Error processing article 1560: string indices must be integers, not 'str'
